9.176533907427341097e-01,9.348762109795478725e-01,9.687836383207750757e-01,9.730893433799784331e-01,9.833153928955866707e-01,9.935414424111947973e-01,9.946178686759956644e-01,9.994617868675995664e-01,9.994617868675995664e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.117330462863293405e-01,9.381054897739504739e-01,9.703982777179762653e-01,9.752421959095801673e-01,9.790096878363832023e-01,9.924650161463939302e-01,9.973089343379978322e-01,9.989235737351991329e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.998923573735199133e-01,9.257265877287406131e-01,9.703982777179762653e-01,9.768568353067814680e-01,9.849300322927879714e-01,9.924650161463939302e-01,9.946178686759956644e-01,9.994617868675995664e-01,9.994617868675995664e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.020452099031216475e-01,9.327233584499461383e-01,9.698600645855759428e-01,9.763186221743810345e-01,9.849300322927879714e-01,9.935414424111947973e-01,9.930032292787943637e-01,9.989235737351991329e-01,9.994617868675995664e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.181916038751345432e-01,9.364908503767491732e-01,9.677072120559742086e-01,9.773950484391819016e-01,9.849300322927879714e-01,9.935414424111947973e-01,9.956942949407965315e-01,9.989235737351991329e-01,9.994617868675995664e-01,9.994617868675995664e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.111948331539289070e-01,9.402583423035522081e-01,9.687836383207750757e-01,9.725511302475779996e-01,9.854682454251884050e-01,9.924650161463939302e-01,9.973089343379978322e-01,9.989235737351991329e-01,1.000000000000000000e+00,9.989235737351991329e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.133476856835306412e-01,9.370290635091496068e-01,9.650161463939720408e-01,9.752421959095801673e-01,9.876210979547901392e-01,9.908503767491926295e-01,9.967707212055973987e-01,9.989235737351991329e-01,9.989235737351991329e-01,9.994617868675995664e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.181916038751345432e-01,9.219590958019375782e-01,9.693218514531755092e-01,9.736275565123788667e-01,9.876210979547901392e-01,9.935414424111947973e-01,9.967707212055973987e-01,9.994617868675995664e-01,9.994617868675995664e-01,9.989235737351991329e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.128094725511302077e-01,9.429494079655543759e-01,9.682454251883746421e-01,9.811625403659849365e-01,9.822389666307858036e-01,9.962325080731969651e-01,9.973089343379978322e-01,9.983853606027986993e-01,9.989235737351991329e-01,9.994617868675995664e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.111948331539289070e-01,9.321851453175457047e-01,9.714747039827771324e-01,9.752421959095801673e-01,9.860064585575888385e-01,9.946178686759956644e-01,9.967707212055973987e-01,9.989235737351991329e-01,1.000000000000000000e+00,9.989235737351991329e-01,1.000000000000000000e+00,1.000000000000000000e+00
